_timestamp,train/mean_token_accuracy,train/grad_norm,eval/entropy,eval/loss,train/entropy,eval/num_tokens,eval/samples_per_second,eval/steps_per_second,train/epoch,eval/runtime,train/num_tokens,_step,train/loss,train/learning_rate,train/global_step,_runtime,eval/mean_token_accuracy
1773923652.750443,0.4087698757648468,1.8203125,,,1.3576343208551407,,,,0.005128205128205128,,31719.0,0,4.0497918128967285,0.0,1,85.574479972,
1773923997.3239968,0.4198408732190728,1.7578125,,,1.36666726693511,,,,0.02564102564102564,,160116.0,1,3.9194388389587402,2.666666666666667e-06,5,430.147846341,
1773924416.1741285,0.44241923838853836,1.4453125,,,1.497273263335228,,,,0.05128205128205128,,320888.0,2,3.471781921386719,6e-06,10,848.997997063,
1773924847.055098,0.4945531591773033,0.875,,,1.6255496114492416,,,,0.07692307692307693,,482591.0,3,2.6920497894287108,9.333333333333334e-06,15,1279.879003389,
1773925283.5849113,0.5754764400422573,0.546875,,,1.5679665714502335,,,,0.10256410256410256,,642173.0,4,1.9622747421264648,1.2666666666666667e-05,20,1716.408798091,
1773925733.6069307,0.6707362607121468,0.296875,,,1.485480585694313,,,,0.1282051282051282,,803684.0,5,1.5585952758789063,1.6000000000000003e-05,25,2166.43082405,
1773926189.6617162,0.7644845902919769,0.1474609375,,,1.0252793282270432,,,,0.15384615384615385,,964620.0,6,1.1628228187561036,1.9333333333333333e-05,30,2622.485600962,
1773926607.706945,0.7715946197509765,0.083984375,,,1.0374698027968408,,,,0.1794871794871795,,1125423.0,7,1.109497356414795,1.9997436783960226e-05,35,3040.530872375,
1773927029.2166793,0.7784268528223037,0.08544921875,,,1.0818517625331878,,,,0.20512820512820512,,1285776.0,8,1.06624174118042,1.998702597080545e-05,40,3462.040564026,
1773927448.847069,0.7968391224741935,0.0634765625,,,1.0020207703113555,,,,0.23076923076923078,,1446882.0,9,0.9620513916015625,1.9968615692029782e-05,45,3881.671003144,
1773927871.9010103,0.7872881725430488,0.057861328125,,,1.0295997709035873,,,,0.2564102564102564,,1606534.0,10,1.0047823905944824,1.9942220694004426e-05,50,4304.724893645,
1773928300.8520195,0.7953181117773056,0.060546875,,,0.9884836956858635,,,,0.28205128205128205,,1766802.0,11,0.965934944152832,1.990786211874702e-05,55,4733.675935036,
1773928740.959972,0.79554543197155,0.05322265625,,,0.9758472979068756,,,,0.3076923076923077,,1928392.0,12,0.9717716217041016,1.9865567486987198e-05,60,5173.783896809,
1773929185.4743319,0.8034090042114258,0.050537109375,,,0.9338816493749619,,,,0.3333333333333333,,2089721.0,13,0.928729248046875,1.9815370676122865e-05,65,5618.298228707,
1773929633.952518,0.8132555797696114,0.045166015625,,,0.8874887645244598,,,,0.358974358974359,,2251337.0,14,0.8826817512512207,1.9757311893084887e-05,70,6066.776408803,
1773930079.8128843,0.8165087521076202,0.041259765625,,,0.871695140004158,,,,0.38461538461538464,,2411781.0,15,0.8711956977844239,1.9691437642131914e-05,75,6512.636800838,
1773930504.2027066,0.8140258803963661,0.04150390625,,,0.8899978518486023,,,,0.41025641025641024,,2572720.0,16,0.8885556221008301,1.9617800687601137e-05,80,6937.026597113,
1773930943.5004268,0.8134454011917114,0.042724609375,,,0.8887034505605698,,,,0.4358974358974359,,2732971.0,17,0.8951944351196289,1.9536460011644788e-05,85,7376.324380346,
1773931377.2098196,0.8227595493197442,0.0361328125,,,0.8444142460823059,,,,0.46153846153846156,,2894068.0,18,0.8397217750549316,1.9447480766986292e-05,90,7810.033705729,
1773931823.133819,0.8192621871829033,0.037841796875,,,0.8569629922509193,,,,0.48717948717948717,,3054641.0,19,0.8592133522033691,1.935093422473385e-05,95,8255.95771477,
1773932247.734572,0.817942027747631,0.038330078125,,,0.8677389293909072,,,,0.5128205128205128,,3215810.0,20,0.8633127212524414,1.9246897717293316e-05,100,8680.55845566,
1773932684.1054552,0.8205120295286179,0.03759765625,,,0.8572884276509285,,,,0.5384615384615384,,3376881.0,21,0.8542585372924805,1.913545457642601e-05,105,9116.929371232,
1773933131.7516577,0.8178899928927421,0.0390625,,,0.8611377537250519,,,,0.5641025641025641,,3536852.0,22,0.8512476921081543,1.9016694066501194e-05,110,9564.5755321,
1773933569.2620149,0.8184209242463112,0.034912109375,,,0.8505585357546807,,,,0.5897435897435898,,3698342.0,23,0.8463940620422363,1.889071131299657e-05,115,10002.085887547,
1773934020.0486217,0.8246673688292503,0.035888671875,,,0.8297108128666878,,,,0.6153846153846154,,3859849.0,24,0.825449275970459,1.875760722630412e-05,120,10452.872519122,
1773934460.9026213,0.8319890007376671,0.03564453125,,,0.7954124972224236,,,,0.6410256410256411,,4020997.0,25,0.7883651733398438,1.8617488420902333e-05,125,10893.726566905,
1773934910.136183,0.816476258635521,0.037109375,,,0.8518905520439148,,,,0.6666666666666666,,4180565.0,26,0.8547788619995117,1.847046712995951e-05,130,11342.9600632,
1773935333.67856,0.8186160117387772,0.038330078125,,,0.8430172115564346,,,,0.6923076923076923,,4341302.0,27,0.8481606483459473,1.8316661115436608e-05,135,11766.502476177,
1773935789.2918746,0.8241009831428527,0.034912109375,,,0.8162154912948608,,,,0.717948717948718,,4503100.0,28,0.8221240043640137,1.815619357376158e-05,140,12222.115754145,
1773936228.996549,0.8370657712221146,0.03271484375,,,0.7585228472948075,,,,0.7435897435897436,,4662742.0,29,0.766243839263916,1.7989193037150785e-05,145,12661.820455958,
